NO,Result,Reason
AB_2971,Yes,"Study data, code, or resources available at repository or project URL"
AB_2972,Yes,"Study data, code, or resources available at repository or project URL"
AB_2973,Yes,"Study data, code, or resources available at repository or project URL"
AB_2974,Yes,"Study data, code, or resources available at repository or project URL"
AB_2975,Yes,"Study data, code, or resources available at repository or project URL"
AB_2976,Yes,"Study data, code, or resources available at repository or project URL"
AB_2977,Yes,"Study data, code, or resources available at repository or project URL"
AB_2978,Yes,"Study data, code, or resources available at repository or project URL"
AB_2979,Yes,"Study data, code, or resources available at repository or project URL"
AB_2980,Yes,"Study data, code, or resources available at repository or project URL"
