NO,Result,Reason
AB_0051,Yes,"Study data, code, or materials available at repository URL"
AB_0052,Yes,"Study data, code, or materials available at repository URL"
AB_0053,Yes,"Study data, code, or materials available at repository URL"
AB_0054,Yes,"Study data, code, or materials available at repository URL"
AB_0055,Yes,"Study data, code, or materials available at repository URL"
AB_0056,Yes,"Study data, code, or materials available at repository URL"
AB_0057,Yes,"Study data, code, or materials available at repository URL"
AB_0058,Yes,"Study data, code, or materials available at repository URL"
AB_0059,Yes,"Study data, code, or materials available at repository URL"
AB_0060,Yes,"Study data, code, or materials available at repository URL"
