NO,Result,Reason
AB_0401,Yes,Study data or materials available at repository URL
AB_0402,Yes,Study data or materials available at repository URL
AB_0403,Yes,Study data or materials available at repository URL
AB_0404,Yes,Study data or materials available at repository URL
AB_0405,Yes,Study data or materials available at repository URL
AB_0406,Yes,Study data or materials available at repository URL
AB_0407,Yes,Study data or materials available at repository URL
AB_0408,Yes,Study data or materials available at repository URL
AB_0409,Yes,Study data or materials available at repository URL
AB_0410,Yes,Study data or materials available at repository URL
