NO,Result,Reason
AB_2881,Yes,"Study data, code, or resources available at repository or project URL"
AB_2882,Yes,"Study data, code, or resources available at repository or project URL"
AB_2883,Yes,"Study data, code, or resources available at repository or project URL"
AB_2884,Yes,"Study data, code, or resources available at repository or project URL"
AB_2885,Yes,"Study data, code, or resources available at repository or project URL"
AB_2886,Yes,"Study data, code, or resources available at repository or project URL"
AB_2887,Yes,"Study data, code, or resources available at repository or project URL"
AB_2888,Yes,"Study data, code, or resources available at repository or project URL"
AB_2889,Yes,"Study data, code, or resources available at repository or project URL"
AB_2890,Yes,"Study data, code, or resources available at repository or project URL"
