NO,Result,Reason
AB_2401,Yes,"Study data, code, or resources available at repository or project URL"
AB_2402,Yes,"Study data, code, or resources available at repository or project URL"
AB_2403,Yes,"Study data, code, or resources available at repository or project URL"
AB_2404,Yes,"Study data, code, or resources available at repository or project URL"
AB_2405,Yes,"Study data, code, or resources available at repository or project URL"
AB_2406,Yes,"Study data, code, or resources available at repository or project URL"
AB_2407,Yes,"Study data, code, or resources available at repository or project URL"
AB_2408,Yes,"Study data, code, or resources available at repository or project URL"
AB_2409,Yes,"Study data, code, or resources available at repository or project URL"
AB_2410,Yes,"Study data, code, or resources available at repository or project URL"
