NO,Result,Reason
AB_2811,Yes,"Study data, code, or resources available at repository or project URL"
AB_2812,Yes,"Study data, code, or resources available at repository or project URL"
AB_2813,Yes,"Study data, code, or resources available at repository or project URL"
AB_2814,Yes,"Study data, code, or resources available at repository or project URL"
AB_2815,Yes,"Study data, code, or resources available at repository or project URL"
AB_2816,Yes,"Study data, code, or resources available at repository or project URL"
AB_2817,Yes,"Study data, code, or resources available at repository or project URL"
AB_2818,Yes,"Study data, code, or resources available at repository or project URL"
AB_2819,Yes,"Study data, code, or resources available at repository or project URL"
AB_2820,Yes,"Study data, code, or resources available at repository or project URL"
