NO,Result,Reason
AB_0131,Yes,Study data or materials available at repository URL
AB_0132,Yes,Study data or materials available at repository URL
AB_0133,Yes,Study data or materials available at repository URL
AB_0134,Yes,Study data or materials available at repository URL
AB_0135,Yes,Study data or materials available at repository URL
AB_0136,Yes,Study data or materials available at repository URL
AB_0137,No,URL explicitly refers to non-output resource or no indication of study outputs
AB_0138,No URL found,No explicit http/https URL found
AB_0139,Yes,Study data or materials available at repository URL
AB_0140,Yes,Study data or materials available at repository URL
