NO,Result,Reason
AB_0121,Yes,Study data or materials available at repository URL
AB_0122,Yes,Study data or materials available at repository URL
AB_0123,Yes,Study data or materials available at repository URL
AB_0124,Yes,Study data or materials available at repository URL
AB_0125,Yes,Study data or materials available at repository URL
AB_0126,Yes,Study data or materials available at repository URL
AB_0127,Yes,Study data or materials available at repository URL
AB_0128,Yes,Study data or materials available at repository URL
AB_0129,Yes,Study data or materials available at repository URL
AB_0130,Yes,Study data or materials available at repository URL
