NO,Result,Reason
AB_2921,Yes,"Study data, code, or resources available at repository or project URL"
AB_2922,Yes,"Study data, code, or resources available at repository or project URL"
AB_2923,Yes,"Study data, code, or resources available at repository or project URL"
AB_2924,Yes,"Study data, code, or resources available at repository or project URL"
AB_2925,Yes,"Study data, code, or resources available at repository or project URL"
AB_2926,Yes,"Study data, code, or resources available at repository or project URL"
AB_2927,Yes,"Study data, code, or resources available at repository or project URL"
AB_2928,Yes,"Study data, code, or resources available at repository or project URL"
AB_2929,Yes,"Study data, code, or resources available at repository or project URL"
AB_2930,Yes,"Study data, code, or resources available at repository or project URL"
