NO,Result,Reason
AB_2901,Yes,"Study data, code, or resources available at repository or project URL"
AB_2902,Yes,"Study data, code, or resources available at repository or project URL"
AB_2903,Yes,"Study data, code, or resources available at repository or project URL"
AB_2904,Yes,"Study data, code, or resources available at repository or project URL"
AB_2905,Yes,"Study data, code, or resources available at repository or project URL"
AB_2906,Yes,"Study data, code, or resources available at repository or project URL"
AB_2907,Yes,"Study data, code, or resources available at repository or project URL"
AB_2908,Yes,"Study data, code, or resources available at repository or project URL"
AB_2909,Yes,"Study data, code, or resources available at repository or project URL"
AB_2910,Yes,"Study data, code, or resources available at repository or project URL"
