NO,Result,Reason
AB_2671,Yes,"Study data, code, or resources available at repository or project URL"
AB_2672,Yes,"Study data, code, or resources available at repository or project URL"
AB_2673,Yes,"Study data, code, or resources available at repository or project URL"
AB_2674,Yes,"Study data, code, or resources available at repository or project URL"
AB_2675,Yes,"Study data, code, or resources available at repository or project URL"
AB_2676,Yes,"Study data, code, or resources available at repository or project URL"
AB_2677,Yes,"Study data, code, or resources available at repository or project URL"
AB_2678,Yes,"Study data, code, or resources available at repository or project URL"
AB_2679,Yes,"Study data, code, or resources available at repository or project URL"
AB_2680,Yes,"Study data, code, or resources available at repository or project URL"
