NO,Result,Reason
AB_2861,Yes,"Study data, code, or resources available at repository or project URL"
AB_2862,Yes,"Study data, code, or resources available at repository or project URL"
AB_2863,Yes,"Study data, code, or resources available at repository or project URL"
AB_2864,Yes,"Study data, code, or resources available at repository or project URL"
AB_2865,Yes,"Study data, code, or resources available at repository or project URL"
AB_2866,Yes,"Study data, code, or resources available at repository or project URL"
AB_2867,Yes,"Study data, code, or resources available at repository or project URL"
AB_2868,Yes,"Study data, code, or resources available at repository or project URL"
AB_2869,Yes,"Study data, code, or resources available at repository or project URL"
AB_2870,Yes,"Study data, code, or resources available at repository or project URL"
