NO,Result,Reason
AB_2681,Yes,"Study data, code, or resources available at repository or project URL"
AB_2682,Yes,"Study data, code, or resources available at repository or project URL"
AB_2683,Yes,"Study data, code, or resources available at repository or project URL"
AB_2684,Yes,"Study data, code, or resources available at repository or project URL"
AB_2685,Yes,"Study data, code, or resources available at repository or project URL"
AB_2686,Yes,"Study data, code, or resources available at repository or project URL"
AB_2687,Yes,"Study data, code, or resources available at repository or project URL"
AB_2688,Yes,"Study data, code, or resources available at repository or project URL"
AB_2689,Yes,"Study data, code, or resources available at repository or project URL"
AB_2690,Yes,"Study data, code, or resources available at repository or project URL"
