NO,Result,Reason
AB_3521,Yes,Study data or materials available at URL
AB_3522,Yes,Study data or materials available at URL
AB_3523,Yes,Study data or materials available at URL
AB_3524,Yes,Study data or materials available at URL
AB_3525,Yes,Study data or materials available at URL
AB_3526,Yes,Study data or materials available at URL
AB_3527,Yes,Study data or materials available at URL
AB_3528,Yes,Study data or materials available at URL
AB_3529,Yes,Study data or materials available at URL
AB_3530,Yes,Study data or materials available at URL
