NO,Result,Reason
AB_3631,Yes,Study data or materials available at URL
AB_3632,Yes,Study data or materials available at URL
AB_3633,Yes,Study data or materials available at URL
AB_3634,Yes,Study data or materials available at URL
AB_3635,Yes,Study data or materials available at URL
AB_3636,Yes,Study data or materials available at URL
AB_3637,Yes,Study data or materials available at URL
AB_3638,Yes,Study data or materials available at URL
AB_3639,Yes,Study data or materials available at URL
AB_3640,Yes,Study data or materials available at URL
