NO,Result,Reason
AB_1331,Yes,"Study data, code, or materials indicated at URL"
AB_1332,Yes,"Study data, code, or materials indicated at URL"
AB_1333,Yes,"Study data, code, or materials indicated at URL"
AB_1334,Yes,"Study data, code, or materials indicated at URL"
AB_1335,Yes,"Study data, code, or materials indicated at URL"
AB_1336,Yes,"Study data, code, or materials indicated at URL"
AB_1337,Yes,"Study data, code, or materials indicated at URL"
AB_1338,Yes,"Study data, code, or materials indicated at URL"
AB_1339,Yes,URL plausibly provides research-related outputs
AB_1340,Yes,URL plausibly provides research-related outputs
