NO,Result,Reason
AB_3701,Yes,Study data or materials available at URL
AB_3702,Yes,Study data or materials available at URL
AB_3703,Yes,Study data or materials available at URL
AB_3704,Yes,Study data or materials available at URL
AB_3705,Yes,Study data or materials available at URL
AB_3706,Yes,Study data or materials available at URL
AB_3707,Yes,Study data or materials available at URL
AB_3708,Yes,Study data or materials available at URL
AB_3709,Yes,Study data or materials available at URL
AB_3710,Yes,Study data or materials available at URL
