NO,Result,Reason
AB_1011,Yes,"Study data, code, or materials indicated at URL"
AB_1012,Yes,"Study data, code, or materials indicated at URL"
AB_1013,Yes,"Study data, code, or materials indicated at URL"
AB_1014,Yes,"Study data, code, or materials indicated at URL"
AB_1015,Yes,"Study data, code, or materials indicated at URL"
AB_1016,Yes,"Study data, code, or materials indicated at URL"
AB_1017,Yes,"Study data, code, or materials indicated at URL"
AB_1018,Yes,"Study data, code, or materials indicated at URL"
AB_1019,Yes,"Study data, code, or materials indicated at URL"
AB_1020,Yes,"Study data, code, or materials indicated at URL"
