NO,Result,Reason
AB_0021,Yes,"Study data, code, or materials available at repository URL"
AB_0022,Yes,"Study data, code, or materials available at repository URL"
AB_0023,Yes,"Study data, code, or materials available at repository URL"
AB_0024,Yes,"Study data, code, or materials available at repository URL"
AB_0025,Yes,"Study data, code, or materials available at repository URL"
AB_0026,Yes,"Study data, code, or materials available at repository URL"
AB_0027,Yes,"Study data, code, or materials available at repository URL"
AB_0028,Yes,"Study data, code, or materials available at repository URL"
AB_0029,Yes,"Study data, code, or materials available at repository URL"
AB_0030,Yes,"Study data, code, or materials available at repository URL"
