NO,Result,Reason
AB_0321,Yes,Study data or materials available at repository URL
AB_0322,Yes,Study data or materials available at repository URL
AB_0323,Yes,Study data or materials available at repository URL
AB_0324,Yes,Study data or materials available at repository URL
AB_0325,Yes,Study data or materials available at repository URL
AB_0326,No URL found,No explicit http/https URL found
AB_0327,Yes,Study data or materials available at repository URL
AB_0328,Yes,Study data or materials available at repository URL
AB_0329,Yes,Study data or materials available at repository URL
AB_0330,Yes,Study data or materials available at repository URL
