NO,Result,Reason
AB_3031,Yes,"Study data, code, or resources available at repository or project URL"
AB_3032,Yes,"Study data, code, or resources available at repository or project URL"
AB_3033,Yes,"Study data, code, or resources available at repository or project URL"
AB_3034,Yes,"Study data, code, or resources available at repository or project URL"
AB_3035,Yes,"Study data, code, or resources available at repository or project URL"
AB_3036,Yes,"Study data, code, or resources available at repository or project URL"
AB_3037,Yes,"Study data, code, or resources available at repository or project URL"
AB_3038,Yes,"Study data, code, or resources available at repository or project URL"
AB_3039,Yes,"Study data, code, or resources available at repository or project URL"
AB_3040,Yes,"Study data, code, or resources available at repository or project URL"
