NO,Result,Reason
AB_1481,Yes,"Study-related data, code, or resources indicated at URL in abstract"
AB_1482,Yes,"Study-related data, code, or resources indicated at URL in abstract"
AB_1483,Yes,"Study-related data, code, or resources indicated at URL in abstract"
AB_1484,Yes,"Study-related data, code, or resources indicated at URL in abstract"
AB_1485,Yes,"Study-related data, code, or resources indicated at URL in abstract"
AB_1486,Yes,"Study-related data, code, or resources indicated at URL in abstract"
AB_1487,Yes,"Study-related data, code, or resources indicated at URL in abstract"
AB_1488,Yes,"Study-related data, code, or resources indicated at URL in abstract"
AB_1489,Yes,"Study-related data, code, or resources indicated at URL in abstract"
AB_1490,Yes,"Study-related data, code, or resources indicated at URL in abstract"
