NO,Result,Reason
AB_3641,Yes,Study data or materials available at URL
AB_3642,Yes,Study data or materials available at URL
AB_3643,Yes,Study data or materials available at URL
AB_3644,Yes,Study data or materials available at URL
AB_3645,Yes,Study data or materials available at URL
AB_3646,Yes,Study data or materials available at URL
AB_3647,Yes,Study data or materials available at URL
AB_3648,Yes,Study data or materials available at URL
AB_3649,Yes,Study data or materials available at URL
AB_3650,Yes,Study data or materials available at URL
