NO,Result,Reason
AB_2851,Yes,"Study data, code, or resources available at repository or project URL"
AB_2852,Yes,"Study data, code, or resources available at repository or project URL"
AB_2853,Yes,"Study data, code, or resources available at repository or project URL"
AB_2854,Yes,"Study data, code, or resources available at repository or project URL"
AB_2855,Yes,"Study data, code, or resources available at repository or project URL"
AB_2856,Yes,"Study data, code, or resources available at repository or project URL"
AB_2857,Yes,"Study data, code, or resources available at repository or project URL"
AB_2858,Yes,"Study data, code, or resources available at repository or project URL"
AB_2859,Yes,"Study data, code, or resources available at repository or project URL"
AB_2860,Yes,"Study data, code, or resources available at repository or project URL"
