NO,Result,Reason
AB_3121,Yes,Study data or materials available at URL
AB_3122,Yes,Study data or materials available at URL
AB_3123,Yes,Study data or materials available at URL
AB_3124,Yes,Study data or materials available at URL
AB_3125,Yes,Study data or materials available at URL
AB_3126,Yes,Study data or materials available at URL
AB_3127,Yes,Study data or materials available at URL
AB_3128,Yes,Study data or materials available at URL
AB_3129,Yes,Study data or materials available at URL
AB_3130,Yes,Study data or materials available at URL
