NO,Result,Reason
AB_3571,Yes,Study data or materials available at URL
AB_3572,Yes,Study data or materials available at URL
AB_3573,Yes,Study data or materials available at URL
AB_3574,Yes,Study data or materials available at URL
AB_3575,Yes,Study data or materials available at URL
AB_3576,Yes,Study data or materials available at URL
AB_3577,Yes,Study data or materials available at URL
AB_3578,Yes,Study data or materials available at URL
AB_3579,Yes,Study data or materials available at URL
AB_3580,Yes,Study data or materials available at URL
