NO,Result,Reason
AB_1811,Yes,Study code available at GitHub repository URL
AB_1812,Yes,Study-related resources available at URL
AB_1813,Yes,Study code available at GitHub repository URL
AB_1814,Yes,Study code available at GitHub repository URL
AB_1815,Yes,Study code available at GitHub repository URL
AB_1816,Yes,Study code available at GitHub repository URL
AB_1817,Yes,Study code available at GitHub repository URL
AB_1818,Yes,Study code available at GitHub repository URL
AB_1819,Yes,Study code available at GitHub repository URL
AB_1820,Yes,Study code available at GitHub repository URL
