NO,Result,Reason
AB_2131,Yes,Study-related resources indicated via URL
AB_2132,Yes,Study-related resources indicated via URL
AB_2133,Yes,Study-related resources indicated via URL
AB_2134,Yes,Study-related resources indicated via URL
AB_2135,Yes,Study-related resources indicated via URL
AB_2136,Yes,Study-related resources indicated via URL
AB_2137,Yes,Study-related resources indicated via URL
AB_2138,Yes,Study-related resources indicated via URL
AB_2139,Yes,Study-related resources indicated via URL
AB_2140,Yes,Study-related resources indicated via URL
