NO,Result,Reason
AB_3831,Yes,Study data or materials available at URL
AB_3832,Yes,Study data or materials available at URL
AB_3833,Yes,Study data or materials available at URL
AB_3834,Yes,Study data or materials available at URL
AB_3835,Yes,Study data or materials available at URL
AB_3836,Yes,Study data or materials available at URL
AB_3837,Yes,Study data or materials available at URL
AB_3838,Yes,Study data or materials available at URL
AB_3839,Yes,Study data or materials available at URL
AB_3840,Yes,Study data or materials available at URL
