NO,Result,Reason
AB_3331,Yes,Study data or materials available at URL
AB_3332,Yes,Study data or materials available at URL
AB_3333,Yes,Study data or materials available at URL
AB_3334,Yes,Study data or materials available at URL
AB_3335,Yes,Study data or materials available at URL
AB_3336,Yes,Study data or materials available at URL
AB_3337,Yes,Study data or materials available at URL
AB_3338,Yes,Study data or materials available at URL
AB_3339,Yes,Study data or materials available at URL
AB_3340,Yes,Study data or materials available at URL
