NO,Result,Reason
AB_3671,Yes,Study data or materials available at URL
AB_3672,Yes,Study data or materials available at URL
AB_3673,Yes,Study data or materials available at URL
AB_3674,Yes,Study data or materials available at URL
AB_3675,Yes,Study data or materials available at URL
AB_3676,Yes,Study data or materials available at URL
AB_3677,Yes,Study data or materials available at URL
AB_3678,Yes,Study data or materials available at URL
AB_3679,Yes,Study data or materials available at URL
AB_3680,Yes,Study data or materials available at URL
