NO,Result,Reason
AB_2461,Yes,"Study data, code, or resources available at repository or project URL"
AB_2462,Yes,"Study data, code, or resources available at repository or project URL"
AB_2463,Yes,"Study data, code, or resources available at repository or project URL"
AB_2464,Yes,"Study data, code, or resources available at repository or project URL"
AB_2465,Yes,"Study data, code, or resources available at repository or project URL"
AB_2466,Yes,"Study data, code, or resources available at repository or project URL"
AB_2467,Yes,"Study data, code, or resources available at repository or project URL"
AB_2468,Yes,"Study data, code, or resources available at repository or project URL"
AB_2469,Yes,"Study data, code, or resources available at repository or project URL"
AB_2470,Yes,"Study data, code, or resources available at repository or project URL"
