NO,Result,Reason
AB_0141,Yes,Study data or materials available at repository URL
AB_0142,Yes,Study data or materials available at repository URL
AB_0143,Yes,Study data or materials available at repository URL
AB_0144,Yes,Study data or materials available at repository URL
AB_0145,Yes,Study data or materials available at repository URL
AB_0146,Yes,Study data or materials available at repository URL
AB_0147,Yes,Study data or materials available at repository URL
AB_0148,Yes,Study data or materials available at repository URL
AB_0149,No URL found,No explicit http/https URL found
AB_0150,Yes,Study data or materials available at repository URL
