NO,Result,Reason
AB_0431,Yes,Study data or materials available at repository URL
AB_0432,Yes,Study data or materials available at repository URL
AB_0433,Yes,Study data or materials available at repository URL
AB_0434,Yes,Study data or materials available at repository URL
AB_0435,Yes,Study data or materials available at repository URL
AB_0436,Yes,Study data or materials available at repository URL
AB_0437,Yes,Supporting materials provided via DOI URL
AB_0438,Yes,Study data or materials available at repository URL
AB_0439,Yes,Study data or materials available at repository URL
AB_0440,Yes,Study data or materials available at repository URL
