NO,Result,Reason
AB_2181,Yes,Study-related resources indicated via URL
AB_2182,Yes,Study-related resources indicated via URL
AB_2183,Yes,Study-related resources indicated via URL
AB_2184,Yes,Study-related resources indicated via URL
AB_2185,Yes,Study-related resources indicated via URL
AB_2186,Yes,Study-related resources indicated via URL
AB_2187,Yes,Study-related resources indicated via URL
AB_2188,Yes,Study-related resources indicated via URL
AB_2189,Yes,Study-related resources indicated via URL
AB_2190,Yes,Study-related resources indicated via URL
