NO,Result,Reason
AB_3721,Yes,Study data or materials available at URL
AB_3722,Yes,Study data or materials available at URL
AB_3723,Yes,Study data or materials available at URL
AB_3724,Yes,Study data or materials available at URL
AB_3725,Yes,Study data or materials available at URL
AB_3726,Yes,Study data or materials available at URL
AB_3727,Yes,Study data or materials available at URL
AB_3728,Yes,Study data or materials available at URL
AB_3729,Yes,Study data or materials available at URL
AB_3730,Yes,Study data or materials available at URL
