NO,Result,Reason
AB_2371,No URL found,No explicit http/https URL found
AB_2372,Yes,"Study data, code, or resources available at repository or project URL"
AB_2373,Yes,"Study data, code, or resources available at repository or project URL"
AB_2374,Yes,"Study data, code, or resources available at repository or project URL"
AB_2375,Yes,"Study data, code, or resources available at repository or project URL"
AB_2376,Yes,"Study data, code, or resources available at repository or project URL"
AB_2377,Yes,"Study data, code, or resources available at repository or project URL"
AB_2378,Yes,"Study data, code, or resources available at repository or project URL"
AB_2379,Yes,"Study data, code, or resources available at repository or project URL"
AB_2380,Yes,"Study data, code, or resources available at repository or project URL"
