NO,Result,Reason
AB_3171,Yes,Study data or materials available at URL
AB_3172,No,URL present but no research outputs indicated
AB_3173,Yes,Study data or materials available at URL
AB_3174,Yes,Study data or materials available at URL
AB_3175,Yes,Study data or materials available at URL
AB_3176,Yes,Study data or materials available at URL
AB_3177,Yes,Study data or materials available at URL
AB_3178,Yes,Study data or materials available at URL
AB_3179,Yes,Study data or materials available at URL
AB_3180,Yes,Study data or materials available at URL
