NO,Result,Reason
AB_2781,Yes,"Study data, code, or resources available at repository or project URL"
AB_2782,Yes,"Study data, code, or resources available at repository or project URL"
AB_2783,Yes,"Study data, code, or resources available at repository or project URL"
AB_2784,Yes,"Study data, code, or resources available at repository or project URL"
AB_2785,Yes,"Study data, code, or resources available at repository or project URL"
AB_2786,Yes,"Study data, code, or resources available at repository or project URL"
AB_2787,Yes,"Study data, code, or resources available at repository or project URL"
AB_2788,Yes,"Study data, code, or resources available at repository or project URL"
AB_2789,Yes,"Study data, code, or resources available at repository or project URL"
AB_2790,Yes,"Study data, code, or resources available at repository or project URL"
