NO,Result,Reason
AB_2361,Yes,"Study data, code, or resources available at repository or project URL"
AB_2362,Yes,"Study data, code, or resources available at repository or project URL"
AB_2363,Yes,"Study data, code, or resources available at repository or project URL"
AB_2364,Yes,"Study data, code, or resources available at repository or project URL"
AB_2365,Yes,"Study data, code, or resources available at repository or project URL"
AB_2366,Yes,"Study data, code, or resources available at repository or project URL"
AB_2367,Yes,"Study data, code, or resources available at repository or project URL"
AB_2368,Yes,"Study data, code, or resources available at repository or project URL"
AB_2369,Yes,"Study data, code, or resources available at repository or project URL"
AB_2370,Yes,"Study data, code, or resources available at repository or project URL"
