NO,Result,Reason
AB_1911,Yes,Study-related resources indicated via URL
AB_1912,Yes,Study-related resources indicated via URL
AB_1913,Yes,Study-related resources indicated via URL
AB_1914,Yes,Study-related resources indicated via URL
AB_1915,Yes,Study-related resources indicated via URL
AB_1916,Yes,Study-related resources indicated via URL
AB_1917,Yes,Study-related resources indicated via URL
AB_1918,Yes,Study-related resources indicated via URL
AB_1919,Yes,Study-related resources indicated via URL
AB_1920,Yes,Study-related resources indicated via URL
