NO,Result,Reason
AB_3461,Yes,Study data or materials available at URL
AB_3462,Yes,Study data or materials available at URL
AB_3463,Yes,Study data or materials available at URL
AB_3464,Yes,Study data or materials available at URL
AB_3465,Yes,Study data or materials available at URL
AB_3466,Yes,Study data or materials available at URL
AB_3467,Yes,Study data or materials available at URL
AB_3468,Yes,Study data or materials available at URL
AB_3469,Yes,Study data or materials available at URL
AB_3470,Yes,Study data or materials available at URL
