NO,Result,Reason
AB_1881,Yes,Study code available at GitHub repository URL
AB_1882,Yes,Study code available at GitHub repository URL
AB_1883,Yes,Study code available at GitHub repository URL
AB_1884,Yes,Study code available at GitHub repository URL
AB_1885,Yes,Study code available at GitHub repository URL
AB_1886,Yes,Study code available at GitHub repository URL
AB_1887,Yes,Study-related resources available at URL
AB_1888,Yes,Study code available at GitHub repository URL
AB_1889,Yes,Study-related resources available at URL
AB_1890,Yes,Study-related resources available at URL
