NO,Result,Reason
AB_2841,Yes,"Study data, code, or resources available at repository or project URL"
AB_2842,Yes,"Study data, code, or resources available at repository or project URL"
AB_2843,Yes,"Study data, code, or resources available at repository or project URL"
AB_2844,Yes,"Study data, code, or resources available at repository or project URL"
AB_2845,Yes,"Study data, code, or resources available at repository or project URL"
AB_2846,Yes,"Study data, code, or resources available at repository or project URL"
AB_2847,Yes,"Study data, code, or resources available at repository or project URL"
AB_2848,Yes,"Study data, code, or resources available at repository or project URL"
AB_2849,Yes,"Study data, code, or resources available at repository or project URL"
AB_2850,Yes,"Study data, code, or resources available at repository or project URL"
