NO,Result,Reason
AB_3261,Yes,Study data or materials available at URL
AB_3262,Yes,Study data or materials available at URL
AB_3263,Yes,Study data or materials available at URL
AB_3264,Yes,Study data or materials available at URL
AB_3265,Yes,Study data or materials available at URL
AB_3266,Yes,Study data or materials available at URL
AB_3267,Yes,Study data or materials available at URL
AB_3268,Yes,Study data or materials available at URL
AB_3269,Yes,Study data or materials available at URL
AB_3270,Yes,Study data or materials available at URL
