NO,Result,Reason
AB_1991,Yes,Study-related resources indicated via URL
AB_1992,Yes,Study-related resources indicated via URL
AB_1993,Yes,Study-related resources indicated via URL
AB_1994,Yes,Study-related resources indicated via URL
AB_1995,Yes,Study-related resources indicated via URL
AB_1996,Yes,Study-related resources indicated via URL
AB_1997,Yes,Study-related resources indicated via URL
AB_1998,Yes,Study-related resources indicated via URL
AB_1999,Yes,Study-related resources indicated via URL
AB_2000,Yes,Study-related resources indicated via URL
