NO,Result,Reason
AB_2731,Yes,"Study data, code, or resources available at repository or project URL"
AB_2732,Yes,"Study data, code, or resources available at repository or project URL"
AB_2733,Yes,"Study data, code, or resources available at repository or project URL"
AB_2734,Yes,"Study data, code, or resources available at repository or project URL"
AB_2735,Yes,"Study data, code, or resources available at repository or project URL"
AB_2736,Yes,"Study data, code, or resources available at repository or project URL"
AB_2737,Yes,"Study data, code, or resources available at repository or project URL"
AB_2738,Yes,"Study data, code, or resources available at repository or project URL"
AB_2739,Yes,"Study data, code, or resources available at repository or project URL"
AB_2740,Yes,"Study data, code, or resources available at repository or project URL"
