NO,Result,Reason
AB_0001,No,URL links to general GitHub homepage without specific study outputs
AB_0002,Yes,Study code or data available at repository URL
AB_0003,Yes,Study code or data available at repository URL
AB_0004,Yes,Study code or data available at repository URL
AB_0005,Yes,Study code or data available at repository URL
AB_0006,Yes,Study code or data available at repository URL
AB_0007,Yes,Study code or data available at repository URL
AB_0008,Yes,Study code or data available at repository URL
AB_0009,Yes,Study code or data available at repository URL
AB_0010,Yes,Study code or data available at repository URL
