NO,Result,Reason
AB_3531,Yes,Study data or materials available at URL
AB_3532,Yes,Study data or materials available at URL
AB_3533,Yes,Study data or materials available at URL
AB_3534,Yes,Study data or materials available at URL
AB_3535,Yes,Study data or materials available at URL
AB_3536,Yes,Study data or materials available at URL
AB_3537,Yes,Study data or materials available at URL
AB_3538,Yes,Study data or materials available at URL
AB_3539,Yes,Study data or materials available at URL
AB_3540,Yes,Study data or materials available at URL
