NO,Result,Reason
AB_2421,Yes,"Study data, code, or resources available at repository or project URL"
AB_2422,Yes,"Study data, code, or resources available at repository or project URL"
AB_2423,Yes,"Study data, code, or resources available at repository or project URL"
AB_2424,Yes,"Study data, code, or resources available at repository or project URL"
AB_2425,Yes,"Study data, code, or resources available at repository or project URL"
AB_2426,Yes,"Study data, code, or resources available at repository or project URL"
AB_2427,Yes,"Study data, code, or resources available at repository or project URL"
AB_2428,Yes,"Study data, code, or resources available at repository or project URL"
AB_2429,Yes,"Study data, code, or resources available at repository or project URL"
AB_2430,Yes,"Study data, code, or resources available at repository or project URL"
