NO,Result,Reason
AB_1731,Yes,Study-related resources available at URL
AB_1732,Yes,Study dataset available via DOI repository URL
AB_1733,Yes,Study code available at GitHub repository URL
AB_1734,Yes,Study code available at GitHub repository URL
AB_1735,Yes,Study-related resources available at URL
AB_1736,Yes,Study-related resources available at URL
AB_1737,Yes,Study code available at GitHub repository URL
AB_1738,Yes,Study code available at GitHub repository URL
AB_1739,Yes,Study code available at GitHub repository URL
AB_1740,Yes,Study code available at GitHub repository URL
