NO,Result,Reason
AB_3281,Yes,Study data or materials available at URL
AB_3282,Yes,Study data or materials available at URL
AB_3283,Yes,Study data or materials available at URL
AB_3284,Yes,Study data or materials available at URL
AB_3285,Yes,Study data or materials available at URL
AB_3286,Yes,Study data or materials available at URL
AB_3287,Yes,Study data or materials available at URL
AB_3288,Yes,Study data or materials available at URL
AB_3289,Yes,Study data or materials available at URL
AB_3290,Yes,Study data or materials available at URL
