NO,Result,Reason
AB_2221,Yes,"Study data, code, or materials indicated at URL"
AB_2222,Yes,"Study data, code, or materials indicated at URL"
AB_2223,Yes,"Study data, code, or materials indicated at URL"
AB_2224,Yes,"Study data, code, or materials indicated at URL"
AB_2225,Yes,"Study data, code, or materials indicated at URL"
AB_2226,Yes,"Study data, code, or materials indicated at URL"
AB_2227,Yes,"Study data, code, or materials indicated at URL"
AB_2228,Yes,"Study data, code, or materials indicated at URL"
AB_2229,Yes,"Study data, code, or materials indicated at URL"
AB_2230,No,URL explicitly refers to third-party or non-output resource
