NO,Result,Reason
AB_2031,Yes,Study-related resources indicated via URL
AB_2032,Yes,Study-related resources indicated via URL
AB_2033,Yes,Study-related resources indicated via URL
AB_2034,Yes,Study-related resources indicated via URL
AB_2035,Yes,Study-related resources indicated via URL
AB_2036,Yes,Study-related resources indicated via URL
AB_2037,Yes,Study-related resources indicated via URL
AB_2038,Yes,Study-related resources indicated via URL
AB_2039,Yes,Study-related resources indicated via URL
AB_2040,Yes,Study-related resources indicated via URL
