NO,Result,Reason
AB_3391,Yes,Study data or materials available at URL
AB_3392,Yes,Study data or materials available at URL
AB_3393,Yes,Study data or materials available at URL
AB_3394,Yes,Study data or materials available at URL
AB_3395,Yes,Study data or materials available at URL
AB_3396,Yes,Study data or materials available at URL
AB_3397,Yes,Study data or materials available at URL
AB_3398,Yes,Study data or materials available at URL
AB_3399,No URL found,No explicit http/https URL found
AB_3400,Yes,Study data or materials available at URL
