NO,Result,Reason
AB_2271,Yes,"Study data, code, or resources available at repository URL"
AB_2272,Yes,"Study data, code, or resources available at repository URL"
AB_2273,Yes,"Study data, code, or resources available at repository URL"
AB_2274,Yes,"Study data, code, or resources available at repository URL"
AB_2275,Yes,"Study data, code, or resources available at repository URL"
AB_2276,Yes,"Study data, code, or resources available at repository URL"
AB_2277,Yes,"Study data, code, or resources available at repository URL"
AB_2278,Yes,"Study data, code, or resources available at repository URL"
AB_2279,Yes,"Study data, code, or resources available at repository URL"
AB_2280,Yes,"Study data, code, or resources available at repository URL"
