NO,Result,Reason
AB_2771,Yes,"Study data, code, or resources available at repository or project URL"
AB_2772,Yes,"Study data, code, or resources available at repository or project URL"
AB_2773,Yes,"Study data, code, or resources available at repository or project URL"
AB_2774,Yes,"Study data, code, or resources available at repository or project URL"
AB_2775,Yes,"Study data, code, or resources available at repository or project URL"
AB_2776,Yes,"Study data, code, or resources available at repository or project URL"
AB_2777,Yes,"Study data, code, or resources available at repository or project URL"
AB_2778,Yes,"Study data, code, or resources available at repository or project URL"
AB_2779,Yes,"Study data, code, or resources available at repository or project URL"
AB_2780,Yes,"Study data, code, or resources available at repository or project URL"
