NO,Result,Reason
AB_1441,Yes,"Study data, code, or materials indicated at URL"
AB_1442,Yes,URL plausibly provides research-related outputs
AB_1443,Yes,"Study data, code, or materials indicated at URL"
AB_1444,Yes,"Study data, code, or materials indicated at URL"
AB_1445,Yes,"Study data, code, or materials indicated at URL"
AB_1446,Yes,"Study data, code, or materials indicated at URL"
AB_1447,Yes,"Study data, code, or materials indicated at URL"
AB_1448,Yes,URL plausibly provides research-related outputs
AB_1449,Yes,URL plausibly provides research-related outputs
AB_1450,Yes,"Study data, code, or materials indicated at URL"
