NO,Result,Reason
AB_2801,Yes,"Study data, code, or resources available at repository or project URL"
AB_2802,Yes,"Study data, code, or resources available at repository or project URL"
AB_2803,Yes,"Study data, code, or resources available at repository or project URL"
AB_2804,Yes,"Study data, code, or resources available at repository or project URL"
AB_2805,Yes,"Study data, code, or resources available at repository or project URL"
AB_2806,Yes,"Study data, code, or resources available at repository or project URL"
AB_2807,Yes,"Study data, code, or resources available at repository or project URL"
AB_2808,Yes,"Study data, code, or resources available at repository or project URL"
AB_2809,Yes,"Study data, code, or resources available at repository or project URL"
AB_2810,Yes,"Study data, code, or resources available at repository or project URL"
