NO,Result,Reason
AB_0061,Yes,"Study data, code, or materials available at repository URL"
AB_0062,Yes,"Study data, code, or materials available at repository URL"
AB_0063,Yes,"Study data, code, or materials available at repository URL"
AB_0064,Yes,"Study data, code, or materials available at repository URL"
AB_0065,Yes,"Study data, code, or materials available at repository URL"
AB_0066,Yes,"Study data, code, or materials available at repository URL"
AB_0067,Yes,"Study data, code, or materials available at repository URL"
AB_0068,Yes,"Study data, code, or materials available at repository URL"
AB_0069,Yes,"Study data, code, or materials available at repository URL"
AB_0070,Yes,"Study data, code, or materials available at repository URL"
