NO,Result,Reason
AB_3061,Yes,"Study data, code, or resources available at repository or project URL"
AB_3062,Yes,"Study data, code, or resources available at repository or project URL"
AB_3063,Yes,"Study data, code, or resources available at repository or project URL"
AB_3064,Yes,"Study data, code, or resources available at repository or project URL"
AB_3065,Yes,"Study data, code, or resources available at repository or project URL"
AB_3066,Yes,"Study data, code, or resources available at repository or project URL"
AB_3067,Yes,"Study data, code, or resources available at repository or project URL"
AB_3068,Yes,"Study data, code, or resources available at repository or project URL"
AB_3069,Yes,"Study data, code, or resources available at repository or project URL"
AB_3070,Yes,"Study data, code, or resources available at repository or project URL"
