NO,Result,Reason
AB_0081,Yes,"Study data, code, or materials available at repository URL"
AB_0082,Yes,"Study data, code, or materials available at repository URL"
AB_0083,Yes,"Study data, code, or materials available at repository URL"
AB_0084,Yes,"Study data, code, or materials available at repository URL"
AB_0085,Yes,"Study data, code, or materials available at repository URL"
AB_0086,Yes,"Study data, code, or materials available at repository URL"
AB_0087,Yes,"Study data, code, or materials available at repository URL"
AB_0088,Yes,"Study data, code, or materials available at repository URL"
AB_0089,Yes,"Study data, code, or materials available at repository URL"
AB_0090,Yes,"Study data, code, or materials available at repository URL"
