NO,Result,Reason
AB_0301,Yes,Study data or materials available at repository URL
AB_0302,Yes,Study data or materials available at repository URL
AB_0303,Yes,Study data or materials available at repository URL
AB_0304,Yes,Study data or materials available at repository URL
AB_0305,Yes,Study data or materials available at repository URL
AB_0306,Yes,Study data or materials available at repository URL
AB_0307,Yes,Study data or materials available at repository URL
AB_0308,Yes,Study data or materials available at repository URL
AB_0309,Yes,Study data or materials available at repository URL
AB_0310,Yes,Study data or materials available at repository URL
