NO,Result,Reason
AB_2541,Yes,"Study data, code, or resources available at repository or project URL"
AB_2542,Yes,"Study data, code, or resources available at repository or project URL"
AB_2543,Yes,"Study data, code, or resources available at repository or project URL"
AB_2544,Yes,"Study data, code, or resources available at repository or project URL"
AB_2545,Yes,"Study data, code, or resources available at repository or project URL"
AB_2546,Yes,"Study data, code, or resources available at repository or project URL"
AB_2547,Yes,"Study data, code, or resources available at repository or project URL"
AB_2548,Yes,"Study data, code, or resources available at repository or project URL"
AB_2549,Yes,"Study data, code, or resources available at repository or project URL"
AB_2550,Yes,"Study data, code, or resources available at repository or project URL"
